FECHA,PLM2
2026-02-05,0.0
2026-02-12,0.0
2026-02-19,12.0
2026-02-26,7.0
2026-03-05,15.0
2026-03-12,68.66666666666667
2026-03-27,9105.333333333334
2026-04-10,1709.3333333333333
2026-04-23,333.3333333333333
2026-05-11,321.0
2026-05-28,217.0
2026-06-12,101.0
2026-06-26,80.0
2026-07-08,40.0
2026-08-03,72.0
2026-09-01,0.0
2026-09-16,8.0
